# degree=5 normalize_at=1.00e+01
         x     min-max  heaviside
1.0000e+00  4.2890e+05 5.0332e+05
1.1491e+00  2.0991e+05 2.4625e+05
1.2983e+00  1.1183e+05 1.3114e+05
1.4474e+00  6.3662e+04 7.4618e+04
1.5966e+00  3.8223e+04 4.4779e+04
1.7457e+00  2.3975e+04 2.8071e+04
1.8949e+00  1.5597e+04 1.8250e+04
2.0440e+00  1.0466e+04 1.2238e+04
2.1932e+00  7.2116e+03 8.4264e+03
2.3423e+00  5.0852e+03 5.9370e+03
2.4915e+00  3.6589e+03 4.2681e+03
2.6406e+00  2.6799e+03 3.1233e+03
2.7898e+00  1.9943e+03 2.3219e+03
2.9389e+00  1.5052e+03 1.7506e+03
3.0881e+00  1.1507e+03 1.3368e+03
3.2372e+00  8.8990e+02 1.0326e+03
3.3864e+00  6.9545e+02 8.0591e+02
3.5355e+00  5.4871e+02 6.3502e+02
3.6847e+00  4.3675e+02 5.0472e+02
3.8338e+00  3.5044e+02 4.0438e+02
3.9830e+00  2.8328e+02 3.2637e+02
4.1321e+00  2.3057e+02 2.6520e+02
4.2813e+00  1.8887e+02 2.1686e+02
4.4304e+00  1.5563e+02 1.7837e+02
4.5796e+00  1.2894e+02 1.4750e+02
4.7287e+00  1.0739e+02 1.2260e+02
4.8779e+00  8.9866e+01 1.0239e+02
5.0270e+00  7.5543e+01 8.5881e+01
5.1762e+00  6.3773e+01 7.2337e+01
5.3253e+00  5.4051e+01 6.1166e+01
5.4745e+00  4.5984e+01 5.1910e+01
5.6236e+00  3.9259e+01 4.4206e+01
5.7728e+00  3.3629e+01 3.7768e+01
5.9219e+00  2.8898e+01 3.2366e+01
6.0711e+00  2.4907e+01 2.7817e+01
6.2202e+00  2.1528e+01 2.3973e+01
6.3694e+00  1.8657e+01 2.0713e+01
6.5185e+00  1.6210e+01 1.7941e+01
6.6677e+00  1.4119e+01 1.5575e+01
6.8168e+00  1.2325e+01 1.3551e+01
6.9660e+00  1.0783e+01 1.1815e+01
7.1151e+00  9.4535e+00 1.0321e+01
7.2643e+00  8.3044e+00 9.0336e+00
7.4134e+00  7.3087e+00 7.9205e+00
7.5626e+00  6.4440e+00 6.9564e+00
7.7117e+00  5.6913e+00 6.1195e+00
7.8609e+00  5.0348e+00 5.3915e+00
8.0100e+00  4.4610e+00 4.7571e+00
8.1592e+00  3.9585e+00 4.2031e+00
8.3083e+00  3.5176e+00 3.7186e+00
8.4575e+00  3.1301e+00 3.2941e+00
8.6066e+00  2.7888e+00 2.9215e+00
8.7558e+00  2.4879e+00 2.5941e+00
8.9049e+00  2.2220e+00 2.3058e+00
9.0541e+00  1.9868e+00 2.0518e+00
9.2032e+00  1.7784e+00 1.8275e+00
9.3524e+00  1.5935e+00 1.6294e+00
9.5015e+00  1.4292e+00 1.4540e+00
9.6507e+00  1.2831e+00 1.2987e+00
9.7998e+00  1.1529e+00 1.1609e+00
9.9489e+00  1.0368e+00 1.0386e+00
1.0098e+01  9.3314e-01 9.2997e-01
1.0247e+01  8.4048e-01 8.3330e-01
1.0396e+01  7.5757e-01 7.4724e-01
1.0546e+01  6.8330e-01 6.7056e-01
1.0695e+01  6.1671e-01 6.0218e-01
1.0844e+01  5.5694e-01 5.4115e-01
1.0993e+01  5.0326e-01 4.8665e-01
1.1142e+01  4.5499e-01 4.3795e-01
1.1291e+01  4.1156e-01 3.9440e-01
1.1440e+01  3.7244e-01 3.5543e-01
1.1590e+01  3.3719e-01 3.2055e-01
1.1739e+01  3.0540e-01 2.8930e-01
1.1888e+01  2.7670e-01 2.6131e-01
1.2037e+01  2.5079e-01 2.3622e-01
1.2186e+01  2.2737e-01 2.1371e-01
1.2335e+01  2.0619e-01 1.9353e-01
1.2484e+01  1.8702e-01 1.7542e-01
1.2634e+01  1.6968e-01 1.5916e-01
1.2783e+01  1.5396e-01 1.4457e-01
1.2932e+01  1.3972e-01 1.3148e-01
1.3081e+01  1.2681e-01 1.1972e-01
1.3230e+01  1.1510e-01 1.0916e-01
1.3379e+01  1.0447e-01 9.9673e-02
1.3529e+01  9.4823e-02 9.1159e-02
1.3678e+01  8.6063e-02 8.3515e-02
1.3827e+01  7.8105e-02 7.6654e-02
1.3976e+01  7.0874e-02 7.0496e-02
1.4125e+01  6.4302e-02 6.4970e-02
1.4274e+01  5.8327e-02 6.0013e-02
1.4423e+01  5.2894e-02 5.5569e-02
1.4573e+01  4.7953e-02 5.1585e-02
1.4722e+01  4.3459e-02 4.8016e-02
1.4871e+01  3.9370e-02 4.4821e-02
1.5020e+01  3.5650e-02 4.1962e-02
1.5169e+01  3.2265e-02 3.9405e-02
1.5318e+01  2.9186e-02 3.7121e-02
1.5467e+01  2.6383e-02 3.5081e-02
1.5617e+01  2.3834e-02 3.3263e-02
1.5766e+01  2.1514e-02 3.1642e-02
1.5915e+01  1.9404e-02 3.0201e-02
1.6064e+01  1.7485e-02 2.8919e-02
1.6213e+01  1.5740e-02 2.7782e-02
1.6362e+01  1.4153e-02 2.6775e-02
1.6512e+01  1.2711e-02 2.5883e-02
1.6661e+01  1.1401e-02 2.5096e-02
1.6810e+01  1.0211e-02 2.4403e-02
1.6959e+01  9.1299e-03 2.3793e-02
1.7108e+01  8.1494e-03 2.3258e-02
1.7257e+01  7.2600e-03 2.2791e-02
1.7406e+01  6.4539e-03 2.2383e-02
1.7556e+01  5.7237e-03 2.2028e-02
1.7705e+01  5.0627e-03 2.1721e-02
1.7854e+01  4.4649e-03 2.1456e-02
1.8003e+01  3.9248e-03 2.1229e-02
1.8152e+01  3.4373e-03 2.1034e-02
1.8301e+01  2.9977e-03 2.0869e-02
1.8450e+01  2.6018e-03 2.0729e-02
1.8600e+01  2.2458e-03 2.0613e-02
1.8749e+01  1.9261e-03 2.0515e-02
1.8898e+01  1.6395e-03 2.0435e-02
1.9047e+01  1.3831e-03 2.0370e-02
1.9196e+01  1.1541e-03 2.0318e-02
1.9345e+01  9.5010e-04 2.0276e-02
1.9494e+01  7.6884e-04 2.0244e-02
1.9644e+01  6.0824e-04 2.0220e-02
1.9793e+01  4.6642e-04 2.0202e-02
1.9942e+01  3.4166e-04 2.0189e-02
2.0091e+01  2.3236e-04 2.0181e-02
2.0240e+01  1.3709e-04 2.0175e-02
2.0389e+01  5.4527e-05 2.0172e-02
2.0539e+01  1.6540e-05 2.0171e-02
2.0688e+01  7.7214e-05 2.0171e-02
2.0837e+01  1.2851e-04 2.0170e-02
2.0986e+01  1.7134e-04 2.0170e-02
2.1135e+01  2.0657e-04 2.0170e-02
2.1284e+01  2.3495e-04 2.0168e-02
2.1433e+01  2.5719e-04 2.0165e-02
2.1583e+01  2.7394e-04 2.0160e-02
2.1732e+01  2.8579e-04 2.0153e-02
2.1881e+01  2.9327e-04 2.0145e-02
2.2030e+01  2.9687e-04 2.0134e-02
2.2179e+01  2.9703e-04 2.0120e-02
2.2328e+01  2.9417e-04 2.0104e-02
2.2477e+01  2.8865e-04 2.0086e-02
2.2627e+01  2.8081e-04 2.0064e-02
2.2776e+01  2.7095e-04 2.0040e-02
2.2925e+01  2.5937e-04 2.0013e-02
2.3074e+01  2.4629e-04 1.9984e-02
2.3223e+01  2.3197e-04 1.9951e-02
2.3372e+01  2.1660e-04 1.9916e-02
2.3522e+01  2.0037e-04 1.9877e-02
2.3671e+01  1.8345e-04 1.9836e-02
2.3820e+01  1.6600e-04 1.9793e-02
2.3969e+01  1.4815e-04 1.9746e-02
2.4118e+01  1.3002e-04 1.9697e-02
2.4267e+01  1.1174e-04 1.9645e-02
2.4416e+01  9.3388e-05 1.9591e-02
2.4566e+01  7.5066e-05 1.9534e-02
2.4715e+01  5.6850e-05 1.9474e-02
2.4864e+01  3.8811e-05 1.9413e-02
2.5013e+01  2.1009e-05 1.9348e-02
2.5162e+01  3.5006e-06 1.9282e-02
2.5311e+01  1.3667e-05 1.9214e-02
2.5460e+01  3.0452e-05 1.9143e-02
2.5610e+01  4.6818e-05 1.9071e-02
2.5759e+01  6.2734e-05 1.8996e-02
2.5908e+01  7.8174e-05 1.8920e-02
2.6057e+01  9.3115e-05 1.8842e-02
2.6206e+01  1.0754e-04 1.8762e-02
2.6355e+01  1.2143e-04 1.8680e-02
2.6505e+01  1.3479e-04 1.8597e-02
2.6654e+01  1.4759e-04 1.8513e-02
2.6803e+01  1.5983e-04 1.8427e-02
2.6952e+01  1.7151e-04 1.8339e-02
2.7101e+01  1.8263e-04 1.8251e-02
2.7250e+01  1.9318e-04 1.8161e-02
2.7399e+01  2.0318e-04 1.8070e-02
2.7549e+01  2.1262e-04 1.7978e-02
2.7698e+01  2.2150e-04 1.7885e-02
2.7847e+01  2.2984e-04 1.7791e-02
2.7996e+01  2.3763e-04 1.7696e-02
2.8145e+01  2.4490e-04 1.7600e-02
2.8294e+01  2.5164e-04 1.7503e-02
2.8443e+01  2.5787e-04 1.7406e-02
2.8593e+01  2.6359e-04 1.7308e-02
2.8742e+01  2.6883e-04 1.7209e-02
2.8891e+01  2.7357e-04 1.7110e-02
2.9040e+01  2.7785e-04 1.7010e-02
2.9189e+01  2.8167e-04 1.6910e-02
2.9338e+01  2.8504e-04 1.6810e-02
2.9487e+01  2.8797e-04 1.6709e-02
2.9637e+01  2.9048e-04 1.6607e-02
2.9786e+01  2.9258e-04 1.6506e-02
2.9935e+01  2.9429e-04 1.6404e-02
3.0084e+01  2.9560e-04 1.6302e-02
3.0233e+01  2.9654e-04 1.6199e-02
3.0382e+01  2.9712e-04 1.6097e-02
3.0532e+01  2.9735e-04 1.5994e-02
3.0681e+01  2.9724e-04 1.5892e-02
3.0830e+01  2.9681e-04 1.5789e-02
3.0979e+01  2.9606e-04 1.5686e-02
3.1128e+01  2.9501e-04 1.5584e-02
3.1277e+01  2.9367e-04 1.5481e-02
3.1426e+01  2.9205e-04 1.5379e-02
3.1576e+01  2.9016e-04 1.5276e-02
3.1725e+01  2.8801e-04 1.5174e-02
3.1874e+01  2.8562e-04 1.5072e-02
3.2023e+01  2.8299e-04 1.4970e-02
3.2172e+01  2.8014e-04 1.4868e-02
3.2321e+01  2.7707e-04 1.4767e-02
3.2470e+01  2.7380e-04 1.4665e-02
3.2620e+01  2.7033e-04 1.4564e-02
3.2769e+01  2.6667e-04 1.4464e-02
3.2918e+01  2.6284e-04 1.4363e-02
3.3067e+01  2.5884e-04 1.4263e-02
3.3216e+01  2.5467e-04 1.4163e-02
3.3365e+01  2.5036e-04 1.4064e-02
3.3515e+01  2.4590e-04 1.3965e-02
3.3664e+01  2.4131e-04 1.3866e-02
3.3813e+01  2.3659e-04 1.3768e-02
3.3962e+01  2.3175e-04 1.3670e-02
3.4111e+01  2.2680e-04 1.3573e-02
3.4260e+01  2.2175e-04 1.3476e-02
3.4409e+01  2.1659e-04 1.3379e-02
3.4559e+01  2.1134e-04 1.3283e-02
3.4708e+01  2.0601e-04 1.3187e-02
3.4857e+01  2.0060e-04 1.3092e-02
3.5006e+01  1.9512e-04 1.2997e-02
3.5155e+01  1.8957e-04 1.2903e-02
3.5304e+01  1.8395e-04 1.2809e-02
3.5453e+01  1.7829e-04 1.2716e-02
3.5603e+01  1.7257e-04 1.2624e-02
3.5752e+01  1.6680e-04 1.2531e-02
3.5901e+01  1.6100e-04 1.2440e-02
3.6050e+01  1.5516e-04 1.2349e-02
3.6199e+01  1.4928e-04 1.2258e-02
3.6348e+01  1.4338e-04 1.2168e-02
3.6497e+01  1.3746e-04 1.2078e-02
3.6647e+01  1.3152e-04 1.1989e-02
3.6796e+01  1.2557e-04 1.1901e-02
3.6945e+01  1.1960e-04 1.1813e-02
3.7094e+01  1.1363e-04 1.1726e-02
3.7243e+01  1.0765e-04 1.1639e-02
3.7392e+01  1.0167e-04 1.1553e-02
3.7542e+01  9.5699e-05 1.1467e-02
3.7691e+01  8.9731e-05 1.1382e-02
3.7840e+01  8.3771e-05 1.1298e-02
3.7989e+01  7.7824e-05 1.1214e-02
3.8138e+01  7.1892e-05 1.1131e-02
3.8287e+01  6.5976e-05 1.1048e-02
3.8436e+01  6.0081e-05 1.0966e-02
3.8586e+01  5.4207e-05 1.0884e-02
3.8735e+01  4.8358e-05 1.0803e-02
3.8884e+01  4.2535e-05 1.0723e-02
3.9033e+01  3.6741e-05 1.0643e-02
3.9182e+01  3.0978e-05 1.0563e-02
3.9331e+01  2.5247e-05 1.0485e-02
3.9480e+01  1.9551e-05 1.0407e-02
3.9630e+01  1.3890e-05 1.0329e-02
3.9779e+01  8.2673e-06 1.0252e-02
3.9928e+01  2.6837e-06 1.0175e-02
4.0077e+01  2.8593e-06 1.0099e-02
4.0226e+01  8.3603e-06 1.0024e-02
4.0375e+01  1.3818e-05 9.9494e-03
4.0525e+01  1.9231e-05 9.8752e-03
4.0674e+01  2.4598e-05 9.8015e-03
4.0823e+01  2.9919e-05 9.7284e-03
4.0972e+01  3.5191e-05 9.6559e-03
4.1121e+01  4.0415e-05 9.5839e-03
4.1270e+01  4.5588e-05 9.5125e-03
4.1419e+01  5.0712e-05 9.4416e-03
4.1569e+01  5.5783e-05 9.3713e-03
4.1718e+01  6.0803e-05 9.3015e-03
4.1867e+01  6.5769e-05 9.2322e-03
4.2016e+01  7.0682e-05 9.1635e-03
4.2165e+01  7.5541e-05 9.0954e-03
4.2314e+01  8.0346e-05 9.0277e-03
4.2463e+01  8.5095e-05 8.9606e-03
4.2613e+01  8.9788e-05 8.8941e-03
4.2762e+01  9.4426e-05 8.8280e-03
4.2911e+01  9.9007e-05 8.7625e-03
4.3060e+01  1.0353e-04 8.6975e-03
4.3209e+01  1.0800e-04 8.6330e-03
4.3358e+01  1.1241e-04 8.5691e-03
4.3508e+01  1.1676e-04 8.5056e-03
4.3657e+01  1.2106e-04 8.4427e-03
4.3806e+01  1.2529e-04 8.3802e-03
4.3955e+01  1.2947e-04 8.3183e-03
4.4104e+01  1.3359e-04 8.2569e-03
4.4253e+01  1.3765e-04 8.1959e-03
4.4402e+01  1.4166e-04 8.1355e-03
4.4552e+01  1.4561e-04 8.0755e-03
4.4701e+01  1.4949e-04 8.0161e-03
4.4850e+01  1.5332e-04 7.9571e-03
4.4999e+01  1.5709e-04 7.8986e-03
4.5148e+01  1.6081e-04 7.8406e-03
4.5297e+01  1.6446e-04 7.7830e-03
4.5446e+01  1.6806e-04 7.7259e-03
4.5596e+01  1.7160e-04 7.6693e-03
4.5745e+01  1.7508e-04 7.6132e-03
4.5894e+01  1.7851e-04 7.5575e-03
4.6043e+01  1.8187e-04 7.5023e-03
4.6192e+01  1.8519e-04 7.4475e-03
4.6341e+01  1.8844e-04 7.3931e-03
