x                        chebyshev                chebyshev-jackson       
+4.27427427427427453e-01 +1.04070990182704337e+00 +9.20857680360915865e-01
+4.29429429429429410e-01 +1.04744174122331835e+00 +9.14797530102342771e-01
+4.31431431431431367e-01 +1.05389048668325414e+00 +9.08421074168065390e-01
+4.33433433433433324e-01 +1.05994972470669180e+00 +9.01723019395874070e-01
+4.35435435435435503e-01 +1.06551022575365462e+00 +8.94698675662430665e-01
+4.37437437437437460e-01 +1.07046083312048745e+00 +8.87343992978845364e-01
+4.39439439439439417e-01 +1.07468940118683842e+00 +8.79655597113895515e-01
+4.41441441441441373e-01 +1.07808377525409682e+00 +8.71630823529726095e-01
+4.43443443443443330e-01 +1.08053280453829537e+00 +8.63267749417428565e-01
+4.45445445445445509e-01 +1.08192737929166238e+00 +8.54565223623809267e-01
+4.47447447447447466e-01 +1.08216148251533273e+00 +8.45522894265830605e-01
+4.49449449449449423e-01 +1.08113324629884877e+00 +8.36141233835715703e-01
+4.51451451451451380e-01 +1.07874600248714692e+00 +8.26421561607550426e-01
+4.53453453453453337e-01 +1.07490931713890481e+00 +8.16366063165318234e-01
+4.55455455455455516e-01 +1.06953999810690581e+00 +8.05977806882720804e-01
+4.57457457457457473e-01 +1.06256306504585130e+00 +7.95260757196805113e-01
+4.59459459459459429e-01 +1.05391267123922616e+00 +7.84219784530282293e-01
+4.61461461461461386e-01 +1.04353296683676833e+00 +7.72860671731510185e-01
+4.63463463463463343e-01 +1.03137889340883415e+00 +7.61190116916250603e-01
+4.65465465465465522e-01 +1.01741690015353003e+00 +7.49215732611557717e-01
+4.67467467467467479e-01 +1.00162557263548768e+00 +7.36946041119361905e-01
+4.69469469469469436e-01 +9.83996165588996052e-01 +7.24390466035408798e-01
+4.71471471471471393e-01 +9.64533032079082808e-01 +7.11559319878170671e-01
+4.73473473473473572e-01 +9.43253942176675797e-01 +6.98463787801945846e-01
+4.75475475475475529e-01 +9.20190285261966667e-01 +6.85115907388659795e-01
+4.77477477477477485e-01 +8.95387151115653590e-01 +6.71528544533591565e-01
+4.79479479479479442e-01 +8.68903286082173931e-01 +6.57715365461458701e-01
+4.81481481481481399e-01 +8.40810921782147114e-01 +6.43690804930644900e-01
+4.83483483483483578e-01 +8.11195475102203134e-01 +6.29470030704945671e-01
+4.85485485485485535e-01 +7.80155119486964255e-01 +6.15068904393759941e-01
+4.87487487487487492e-01 +7.47800228887402829e-01 +6.00503938783066737e-01
+4.89489489489489449e-01 +7.14252697068587628e-01 +5.85792251800746011e-01
+4.91491491491491406e-01 +6.79645136333463240e-01 +5.70951517280527621e-01
+4.93493493493493585e-01 +6.44119961063430613e-01 +5.55999912709112976e-01
+4.95495495495495542e-01 +6.07828362795865162e-01 +5.40956064160568295e-01
+4.97497497497497498e-01 +5.70929184838168791e-01 +5.25838988640795479e-01
+4.99499499499499455e-01 +5.33587705642597276e-01 +5.10668034082739530e-01
+5.01501501501501412e-01 +4.95974341320493339e-01 +4.95462817249617826e-01
+5.03503503503503591e-01 +4.58263278744559632e-01 +4.80243159819014331e-01
+5.05505505505505548e-01 +4.20631051659001720e-01 +4.65029022934798864e-01
+5.07507507507507505e-01 +3.83255073076440911e-01 +4.49840440526546037e-01
+5.09509509509509462e-01 +3.46312137975198997e-01 +4.34697451707293681e-01
+5.11511511511511419e-01 +3.09976910908974612e-01 +4.19620032569935963e-01
+5.13513513513513598e-01 +2.74420413593374435e-01 +4.04628027710274507e-01
+5.15515515515515554e-01 +2.39808527831070983e-01 +3.89741081810657364e-01
+5.17517517517517511e-01 +2.06300529272253286e-01 +3.74978571622071155e-01
+5.19519519519519468e-01 +1.74047667474131584e-01 +3.60359538684600467e-01
+5.21521521521521425e-01 +1.43191807518229908e-01 +3.45902623126109754e-01
+5.23523523523523604e-01 +1.13864148065478954e-01 +3.31625998876939665e-01
+5.25525525525525561e-01 +8.61840301764077443e-02 +3.17547310634267888e-01
+5.27527527527527518e-01 +6.02578504990066710e-02 +3.03683612903496769e-01
+5.29529529529529475e-01 +3.61780915343211662e-02 +2.90051311435762682e-01
+5.31531531531531432e-01 +1.40224806352984288e-02 +2.76666107370210024e-01
+5.33533533533533610e-01 -6.14671181364256913e-03 +2.63542944377286426e-01
+5.35535535535535567e-01 -2.42832259404449635e-02 +2.50695959084909714e-01
+5.37537537537537524e-01 -4.03572100397024958e-02 +2.38138435053011244e-01
+5.39539539539539481e-01 -5.43554563244947886e-02 +2.25882760543860583e-01
+5.41541541541541438e-01 -6.62814704644574260e-02 +2.13940390315618956e-01
+5.43543543543543617e-01 -7.61553723841350561e-02 +2.02321811645067240e-01
+5.45545545545545574e-01 -8.40136276459815257e-02 +1.91036514762392251e-01
+5.47547547547547531e-01 -8.99086106373488958e-02 +1.80092967856464226e-01
+5.49549549549549488e-01 -9.39080026989482786e-02 +1.69498596783386080e-01
+5.51551551551551444e-01 -9.60940302514617928e-02 +1.59259769584314537e-01
+5.53553553553553623e-01 -9.65625498742161970e-02 +1.49381785890887464e-01
+5.55555555555555580e-01 -9.54219891419169075e-02 +1.39868871268195583e-01
+5.57557557557557537e-01 -9.27921538090079601e-02 +1.30724176516236468e-01
+5.59559559559559494e-01 -8.88029136230923388e-02 +1.21949781921524281e-01
+5.61561561561561451e-01 -8.35927806264042950e-02 +1.13546706420979859e-01
+5.63563563563563630e-01 -7.73073952455882729e-02 +1.05514921610826651e-01
+5.65565565565565587e-01 -7.00979367543126397e-02 +9.78533705039947854e-02
+5.67567567567567544e-01 -6.21194758009617765e-02 +9.05599909107827061e-02
+5.69569569569569500e-01 -5.35292876072050450e-02 +8.36317432894532198e-02
+5.71571571571571457e-01 -4.44851451466271031e-02 +7.70646428861883059e-02
+5.73573573573573636e-01 -3.51436120923632744e-02 +7.08537959576768239e-02
+5.75575575575575593e-01 -2.56583555675473640e-02 +6.49934398446950778e-02
+5.77577577577577550e-01 -1.61784987338511876e-02 +5.94769866415841841e-02
+5.79579579579579507e-01 -6.84703300593636488e-03 +5.42970701847144133e-02
+5.81581581581581464e-01 +2.20069081951129730e-03 +4.94455960629892610e-02
+5.83583583583583643e-01 +1.08383739816380609e-02 +4.49137943353977720e-02
+5.85585585585585600e-01 +1.89500661790079628e-02 +4.06922746246710654e-02
+5.87587587587587556e-01 +2.64313306952875249e-02 +3.67710832423931988e-02
+5.89589589589589513e-01 +3.31902633904667121e-02 +3.31397619895937856e-02
+5.91591591591591470e-01 +3.91483524041066899e-02 +2.97874082679497887e-02
+5.93593593593593649e-01 +4.42411672989821425e-02 +2.67027361304137401e-02
+5.95595595595595606e-01 +4.84188684341905762e-02 +2.38741378963597262e-02
+5.97597597597597563e-01 +5.16465295732999596e-02 +2.12897459552694457e-02
+5.99599599599599520e-01 +5.39042690795595303e-02 +1.89374943846043475e-02
+6.01601601601601477e-01 +5.51871874984892763e-02 +1.68051800118056427e-02
+6.03603603603603656e-01 +5.55051118477658534e-02 +1.48805225573149791e-02
+6.05605605605605612e-01 +5.48821494930644693e-02 +1.31512235051087778e-02
+6.07607607607607569e-01 +5.33560570526680489e-02 +1.16050233593698593e-02
+6.09609609609609526e-01 +5.09774323084756786e-02 +1.02297569605557248e-02
+6.11611611611611705e-01 +4.78087395711891405e-02 +9.01340655111804168e-03
+6.13613613613613662e-01 +4.39231813174657537e-02 +7.94415230037448516e-03
+6.15615615615615619e-01 +3.94034311515549240e-02 +7.01042001939489179e-03
+6.17617617617617576e-01 +3.43402452091813304e-02 +6.20092582004927451e-03
+6.19619619619619533e-01 +2.88309709842626827e-02 +5.50471749742970085e-03
+6.21621621621621712e-01 +2.29779741885147715e-02 +4.91121244146885960e-03
+6.23623623623623669e-01 +1.68870056214707187e-02 +4.41023191154565897e-03
+6.25625625625625625e-01 +1.06655311082028970e-02 +3.99203153695615320e-03
+6.27627627627627582e-01 +4.42104833177858758e-03 +3.64732793610184070e-03
+6.29629629629629539e-01 -1.74058517146202796e-03 +3.36732137785583641e-03
+6.31631631631631718e-01 -7.71678848759771441e-03 +3.14371443955763219e-03
+6.33633633633633675e-01 -1.34098341602789106e-02 +2.96872664720232438e-03
+6.35635635635635632e-01 -1.87283418862733697e-02 +2.83510511435508539e-03
+6.37637637637637589e-01 -2.35886665422803676e-02 +2.73613122688604049e-03
+6.39639639639639546e-01 -2.79161593359482652e-02 +2.66562345051063465e-03
+6.41641641641641725e-01 -3.16462825371982559e-02 +2.61793636708484989e-03
+6.43643643643643681e-01 -3.47255602339509584e-02 +2.58795607337997113e-03
+6.45645645645645638e-01 -3.71123498473736602e-02 +2.57109210242584263e-03
+6.47647647647647595e-01 -3.87774217087549222e-02 +2.56326605220386083e-03
+6.49649649649649552e-01 -3.97043368109764039e-02 +2.56089712930296365e-03
+6.51651651651651731e-01 -3.98896158653583854e-02 +2.56088483589611560e-03
+6.53653653653653688e-01 -3.93426959781386087e-02 +2.56058904689376865e-03
+6.55655655655655645e-01 -3.80856745647849548e-02 +2.55780774018710133e-03
+6.57657657657657602e-01 -3.61528434961845280e-02 +2.55075265640991589e-03
+6.59659659659659559e-01 -3.35900198671555961e-02 +2.53802317546325540e-03
+6.61661661661661737e-01 -3.04536831413604880e-02 +2.51857870509991644e-03
+6.63663663663663694e-01 -2.68099317029362183e-02 +2.49170988207736421e-03
+6.65665665665665651e-01 -2.27332749788654032e-02 +2.45700888872618650e-03
+6.67667667667667608e-01 -1.83052802327011155e-02 +2.41433918722572249e-03
+6.69669669669669565e-01 -1.36130958162457572e-02 +2.36380497047156135e-03
+6.71671671671671744e-01 -8.74787505011892508e-03 +2.30572062218098450e-03
+6.73673673673673701e-01 -3.80312693876155850e-03 +2.24058046991310045e-03
+6.75675675675675658e-01 +1.12697843357972838e-03 +2.16902910307431585e-03
+6.77677677677677615e-01 +5.94932077093063283e-03 +2.09183251386996227e-03
+6.79679679679679571e-01 +1.05735269001104304e-02 +2.00985030271960685e-03
+6.81681681681681750e-01 +1.49136245236442533e-02 +1.92400917104879055e-03
+6.83683683683683707e-01 +1.88896226039974580e-02 +1.83527790382120859e-03
+6.85685685685685664e-01 +2.24289893756091652e-02 +1.74464402191654155e-03
+6.87687687687687621e-01 +2.54680002899055902e-02 +1.65309226072507531e-03
+6.89689689689689578e-01 +2.79529300260294988e-02 +1.56158500640912745e-03
+6.91691691691691757e-01 +2.98410650307599501e-02 +1.47104479543730404e-03
+6.93693693693693714e-01 +3.11015158600478347e-02 +1.38233895652783989e-03
+6.95695695695695671e-01 +3.17158118473341855e-02 +1.29626644734964769e-03
+6.97697697697697627e-01 +3.16782642767128308e-02 +1.21354691151226435e-03
+6.99699699699699584e-01 +3.09960882395604598e-02 +1.13481195485826136e-03
+7.01701701701701763e-01 +2.96892776406059711e-02 +1.06059861412743928e-03
+7.03703703703703720e-01 +2.77902323250385219e-02 +9.91344966018659068e-04
+7.05705705705705677e-01 +2.53431409468358182e-02 +9.27387800801982021e-04
+7.07707707707707634e-01 +2.24031279089924040e-02 +8.68962262204786562e-04
+7.09709709709709591e-01 +1.90351773931103363e-02 +8.16203334585374751e-04
+7.11711711711711770e-01 +1.53128520701223403e-02 +7.69149039628602704e-04
+7.13713713713713727e-01 +1.13168284552155329e-02 +7.27745188192019388e-04
+7.15715715715715683e-01 +7.13327494773502435e-03 +6.91851518665242970e-04
+7.17717717717717640e-01 +2.85210229198479270e-03 +6.61249041442379948e-04
+7.19719719719719597e-01 -1.43488057827600990e-03 +6.35648399993304913e-04
+7.21721721721721776e-01 -5.63586967062962296e-03 +6.14699052615408359e-04
+7.23723723723723733e-01 -9.66099034304229720e-03 +5.97999075347077635e-04
+7.25725725725725690e-01 -1.34242039249649059e-02 +5.85105385720485760e-04
+7.27727727727727647e-01 -1.68451568562174026e-02 +5.75544189031107489e-04
+7.29729729729729826e-01 -1.98509328044959021e-02 +5.68821453538204125e-04
+7.31731731731731783e-01 -2.23776691890344992e-02 +5.64433228399940923e-04
+7.33733733733733740e-01 -2.43720013298078797e-02 +5.61875628058650101e-04
+7.35735735735735696e-01 -2.57923000560914550e-02 +5.60654319072262375e-04
+7.37737737737737653e-01 -2.66096720258472974e-02 +5.60293359818109238e-04
+7.39739739739739832e-01 -2.68086961913399646e-02 +5.60343259880524691e-04
+7.41741741741741789e-01 -2.63878747420700499e-02 +5.60388143977963438e-04
+7.43743743743743746e-01 -2.53597823913088716e-02 +5.60051924740401219e-04
+7.45745745745745703e-01 -2.37509039579107961e-02 +5.59003409179248401e-04
+7.47747747747747660e-01 -2.16011567249957959e-02 +5.56960285000518418e-04
+7.49749749749749839e-01 -1.89631009108680026e-02 +5.53691954639001782e-04
+7.51751751751751796e-01 -1.59008486310540098e-02 +5.49021206708577569e-04
+7.53753753753753752e-01 -1.24886888181772182e-02 +5.42824736115832263e-04
+7.55755755755755709e-01 -8.80945254419002177e-03 +5.35032545015745598e-04
+7.57757757757757666e-01 -4.95264989675819889e-03 +5.25626276775659207e-04
+7.59759759759759845e-01 -1.01241583491429310e-03 +5.14636553816616438e-04
+7.61761761761761802e-01 +2.91469187457737977e-03 +5.02139407313473285e-04
+7.63763763763763759e-01 +6.73199461829776524e-03 +4.88251901977432290e-04
+7.65765765765765716e-01 +1.03450427593219096e-02 +4.73127072247891967e-04
+7.67767767767767673e-01 +1.36639583195688474e-02 +4.56948296977843782e-04
+7.69769769769769852e-01 +1.66057137201961469e-02 +4.39923247906204296e-04
+7.71771771771771808e-01 +1.90962892532682282e-02 +4.22277552740102369e-04
+7.73773773773773765e-01 +2.10726527848830725e-02 +4.04248316420774412e-04
+7.75775775775775722e-01 +2.24845074222305152e-02 +3.86077644059901193e-04
+7.77777777777777679e-01 +2.32957565372934883e-02 +3.68006306127321992e-04
+7.79779779779779858e-01 +2.34856406176430776e-02 +3.50267680775728785e-04
+7.81781781781781815e-01 +2.30495068645799606e-02 +3.33082099831571998e-04
+7.83783783783783772e-01 +2.19991801986552105e-02 +3.16651714097671011e-04
+7.85785785785785729e-01 +2.03629132430417359e-02 +3.01155980425127368e-04
+7.87787787787787686e-01 +1.81849027798111074e-02 +2.86747857762059688e-04
+7.89789789789789864e-01 +1.55243709203258251e-02 +2.73550782378784163e-04
+7.91791791791791821e-01 +1.24542205720299948e-02 +2.61656474031812802e-04
+7.93793793793793778e-01 +9.05928646230330648e-03 +2.51123605348513301e-04
+7.95795795795795735e-01 +5.43421471129029721e-03 +2.41977346577992858e-04
+7.97797797797797692e-01 +1.68101542357934619e-03 +2.34209777481564352e-04
+7.99799799799799871e-01 -2.09365632823471648e-03 +2.27781137982552284e-04
+8.01801801801801828e-01 -5.78142575658824320e-03 +2.22621869674310968e-04
+8.03803803803803785e-01 -9.27525571328241538e-03 +2.18635381853515831e-04
+8.05805805805805742e-01 -1.24725548021152877e-02 +2.15701458820494185e-04
+8.07807807807807698e-01 -1.52782495586238909e-02 +2.13680210167488394e-04
+8.09809809809809877e-01 -1.76077307924430437e-02 +2.12416453040598086e-04
+8.11811811811811834e-01 -1.93895833468911705e-02 +2.11744405228864174e-04
+8.13813813813813791e-01 -2.05680102513750573e-02 +2.11492560693804510e-04
+8.15815815815815748e-01 -2.11048666569048637e-02 +2.11488615022847881e-04
+8.17817817817817705e-01 -2.09812261185949867e-02 +2.11564307430800458e-04
+8.19819819819819884e-01 -2.01984117118518824e-02 +2.11560048422931857e-04
+8.21821821821821841e-01 -1.87784370498861874e-02 +2.11329208090971221e-04
+8.23823823823823798e-01 -1.67638173314134664e-02 +2.10741949157045028e-04
+8.25825825825825754e-01 -1.42167278213334303e-02 +2.09688501160099072e-04
+8.27827827827827711e-01 -1.12175062956197946e-02 +2.08081787359426507e-04
+8.29829829829829890e-01 -7.86251651763791859e-03 +2.05859333684388357e-04
+8.31831831831831847e-01 -4.26141122562501140e-03 +2.02984409000628307e-04
+8.33833833833833804e-01 -5.33854792836796488e-04 +1.99446367610434105e-04
+8.35835835835835761e-01 +3.19421299949895765e-03 +1.95260187743739877e-04
+8.37837837837837718e-01 +6.79467048393200823e-03 +1.90465223214308921e-04
+8.39839839839839897e-01 +1.01415450607592050e-02 +1.85123208817861151e-04
+8.41841841841841854e-01 +1.31154461021950053e-02 +1.79315582741368384e-04
+8.43843843843843811e-01 +1.56079521118661635e-02 +1.73140210606437250e-04
+8.45845845845845767e-01 +1.75257963563807961e-02 +1.66707615090078143e-04
+8.47847847847847724e-01 +1.87946918727632251e-02 +1.60136831735546714e-04
+8.49849849849849903e-01 +1.93626387720115534e-02 +1.53551024982545581e-04
+8.51851851851851860e-01 +1.92025645315517801e-02 +1.47073008074538603e-04
+8.53853853853853817e-01 +1.83141617669536072e-02 +1.40820815900444263e-04
+8.55855855855855774e-01 +1.67248078786530474e-02 +1.34903480640935491e-04
+8.57857857857857731e-01 +1.44894768530087203e-02 +1.29417156098377006e-04
+8.59859859859859910e-01 +1.16895849948521202e-02 +1.24441727681889880e-04
+8.61861861861861867e-01 +8.43074886596206774e-03 +1.20038031270308654e-04
+8.63863863863863823e-01 +4.83947432519027387e-03 +1.16245785777235877e-04
+8.65865865865865780e-01 +1.05883917400234617e-03 +1.13082321574919931e-04
+8.67867867867867959e-01 -2.75672288484002381e-03 +1.10542160540516576e-04
+8.69869869869869916e-01 -6.44738409261025325e-03 +1.08597474059279886e-04
+8.71871871871871873e-01 -9.85443408208158678e-03 +1.07199413712955050e-04
+8.73873873873873830e-01 -1.28271052473089009e-02 +1.06280276588488487e-04
+8.75875875875875787e-01 -1.52294428039288499e-02 +1.05756434259862697e-04
+8.77877877877877966e-01 -1.69469247951877233e-02 +1.05531922728441252e-04
+8.79879879879879923e-01 -1.78925218816644582e-02 +1.05502561197012845e-04
+8.81881881881881879e-01 -1.80118833352361785e-02 +1.05560441771401781e-04
+8.83883883883883836e-01 -1.72873458851350303e-02 +1.05598611261914499e-04
+8.85885885885885793e-01 -1.57404872081111646e-02 +1.05515751367690758e-04
+8.87887887887887972e-01 -1.34329866975137491e-02 +1.05220655694571175e-04
+8.89889889889889929e-01 -1.04656128622458433e-02 +1.04636302128535696e-04
+8.91891891891891886e-01 -6.97522875307421408e-03 +1.03703327696103020e-04
+8.93893893893893843e-01 -3.12979283199998903e-03 +1.02382730493510987e-04
+8.95895895895895800e-01 +8.78569562377251589e-04 +1.00657649563795637e-04
+8.97897897897897979e-01 +4.84224274141004107e-03 +9.85341083631352532e-05
+8.99899899899899935e-01 +8.54825314723833829e-03 +9.60406498841659406e-05
+9.01901901901901892e-01 +1.17894558411419936e-02 +9.32268403832092751e-05
+9.03903903903903849e-01 +1.43762697844122544e-02 +9.01606723486270134e-05
+9.05905905905905806e-01 +1.61483666880081755e-02 +8.69249537756022761e-05
+9.07907907907907985e-01 +1.69856485528100953e-02 +8.36128275530367837e-05
+9.09909909909909942e-01 +1.68178070005999269e-02 +8.03226190569383824e-05
+9.11911911911911899e-01 +1.56317501980474671e-02 +7.71522588765560791e-05
+9.13913913913913856e-01 +1.34762170573869966e-02 +7.41935678760241579e-05
+9.15915915915915813e-01 +1.04629787572136368e-02 +7.15267203791891681e-05
+9.17917917917917991e-01 +6.76415802578433922e-03 +6.92152152417802036e-05
+9.19919919919919948e-01 +2.60537826467338585e-03 +6.73016813397819824e-05
+9.21921921921921905e-01 -1.74531434630975646e-03 +6.58048215369522183e-05
+9.23923923923923862e-01 -5.99253757087581107e-03 +6.47177562365097714e-05
+9.25925925925925819e-01 -9.83214106381907760e-03 +6.40079638816182239e-05
+9.27927927927927998e-01 -1.29723984370019862e-02 +6.36189321798763530e-05
+9.29929929929929955e-01 -1.51566358699727899e-02 +6.34735326439095360e-05
+9.31931931931931912e-01 -1.61858022579069449e-02 +6.34790161019860300e-05
+9.33933933933933869e-01 -1.59392299518985037e-02 +6.35334035142265385e-05
+9.35935935935935825e-01 -1.43916627923680318e-02 +6.35329217746338770e-05
+9.37937937937938004e-01 -1.16245736677374478e-02 +6.33800167103570899e-05
+9.39939939939939961e-01 -7.82989168992737072e-03 +6.29913750210264745e-05
+9.41941941941941918e-01 -3.30454101825922164e-03 +6.23053141630136587e-05
+9.43943943943943875e-01 +1.56531520413566438e-03 +6.12878652463955120e-05
+9.45945945945945832e-01 +6.33071683931724083e-03 +5.99368895388141532e-05
+9.47947947947948011e-01 +1.05164877159810710e-02 +5.82836434700473305e-05
+9.49949949949949968e-01 +1.36662718285220919e-02 +5.63913468690779851e-05
+9.51951951951951925e-01 +1.53930576934425689e-02 +5.43505174200320518e-05
+9.53953953953953881e-01 +1.54308809881366082e-02 +5.22711084530724790e-05
+9.55955955955955838e-01 +1.36821209897117213e-02 +5.02718176539351802e-05
+9.57957957957958017e-01 +1.02537719615998224e-02 +4.84673029282900458e-05
+9.59959959959959974e-01 +5.47549367626171124e-03 +4.69544204038663260e-05
+9.61961961961961931e-01 -1.07616449178948859e-04 +4.57989493328758712e-05
+9.63963963963963888e-01 -5.77344739303942145e-03 +4.50245392770720620e-05
+9.65965965965965845e-01 -1.06959805025300669e-02 +4.46057460369853054e-05
+9.67967967967968024e-01 -1.40525830973314281e-02 +4.44669464579328100e-05
+9.69969969969969981e-01 -1.51593085579261877e-02 +4.44885683609785865e-05
+9.71971971971971938e-01 -1.36206580484553030e-02 +4.45213766719909643e-05
+9.73973973973973894e-01 -9.47156838086971042e-03 +4.44084762120100507e-05
+9.75975975975975851e-01 -3.28022624478840896e-03 +4.40132206379062474e-05
+9.77977977977978030e-01 +3.82772131112607550e-03 +4.32494173253084035e-05
+9.79979979979979987e-01 +1.02671870323959302e-02 +4.21082558189067591e-05
+9.81981981981981944e-01 +1.42536441857610829e-02 +4.06745848786638220e-05
+9.83983983983983901e-01 +1.42465378125742892e-02 +3.91240659400327040e-05
+9.85985985985986080e-01 +9.55551010824839953e-03 +3.76931977819072728e-05
+9.87987987987988037e-01 +1.00996845311657202e-03 +3.66175255034906222e-05
+9.89989989989989994e-01 -8.54147922478054600e-03 +3.60413801325232264e-05
+9.91991991991991950e-01 -1.43493444652500468e-02 +3.59178713347785283e-05
+9.93993993993993907e-01 -1.12750103073170904e-02 +3.59442045724800430e-05
+9.95995995995996086e-01 +2.04141250647374428e-03 +3.56196440778333567e-05
+9.97997997997998043e-01 +1.43890619740907888e-02 +3.45781909966147438e-05
+1.00000000000000000e+00 -1.43994928251913734e-02 +3.34440142839564913e-05
