x                        chebyshev                chebyshev-jackson       
-2.89289289289289320e-01 +9.87886161317584222e-01 +9.98219796152833627e-01
-2.87287287287287252e-01 +9.86644395392633489e-01 +9.98289249827967518e-01
-2.85285285285285295e-01 +9.85591365730644542e-01 +9.98358591537434559e-01
-2.83283283283283338e-01 +9.84733761532316954e-01 +9.98427415084606307e-01
-2.81281281281281270e-01 +9.84075843021053442e-01 +9.98495336463748218e-01
-2.79279279279279313e-01 +9.83619466616651561e-01 +9.98561996863711054e-01
-2.77277277277277245e-01 +9.83364136217564355e-01 +9.98627065147141835e-01
-2.75275275275275289e-01 +9.83307079232609071e-01 +9.98690239827214832e-01
-2.73273273273273332e-01 +9.83443345774041799e-01 +9.98751250565921511e-01
-2.71271271271271264e-01 +9.83765929218781476e-01 +9.98809859219738971e-01
-2.69269269269269307e-01 +9.84265906164771609e-01 +9.98865860459988930e-01
-2.67267267267267239e-01 +9.84932593656200006e-01 +9.98919081996432534e-01
-2.65265265265265282e-01 +9.85753721425401630e-01 +9.98969384433608276e-01
-2.63263263263263214e-01 +9.86715616801360329e-01 +9.99016660790125410e-01
-2.61261261261261257e-01 +9.87803399864971232e-01 +9.99060835711583217e-01
-2.59259259259259300e-01 +9.89001186389674714e-01 +9.99101864407999418e-01
-2.57257257257257232e-01 +9.90292296092274982e-01 +9.99139731346625593e-01
-2.55255255255255276e-01 +9.91659463732155411e-01 +9.99174448730780762e-01
-2.53253253253253208e-01 +9.93085050636751232e-01 +9.99206054794919862e-01
-2.51251251251251251e-01 +9.94551254295911180e-01 +9.99234611945506224e-01
-2.49249249249249294e-01 +9.96040313756252127e-01 +9.99260204776471594e-01
-2.47247247247247226e-01 +9.97534708657233482e-01 +9.99282937987071573e-01
-2.45245245245245269e-01 +9.99017349881590633e-01 +9.99302934228833428e-01
-2.43243243243243201e-01 +1.00047175994207960e+00 +9.99320331907062487e-01
-2.41241241241241244e-01 +1.00188224139203652e+00 +9.99335282960996940e-01
-2.39239239239239287e-01 +1.00323403172686976e+00 +9.99347950645266492e-01
-2.37237237237237220e-01 +1.00451344343494520e+00 +9.99358507333751866e-01
-2.35235235235235263e-01 +1.00570798805703943e+00 +9.99367132365348798e-01
-2.33233233233233195e-01 +1.00680648332119271e+00 +9.99374009949472009e-01
-2.31231231231231238e-01 +1.00779914263200676e+00 +9.99379327147441821e-01
-2.29229229229229281e-01 +1.00867764640775026e+00 +9.99383271944176976e-01
-2.27227227227227213e-01 +1.00943519497273471e+00 +9.99386031422884291e-01
-2.25225225225225256e-01 +1.01006654292398168e+00 +9.99387790053715919e-01
-2.23223223223223188e-01 +1.01056801509798366e+00 +9.99388728105655488e-01
-2.21221221221221231e-01 +1.01093750446331621e+00 +9.99389020189216604e-01
-2.19219219219219275e-01 +1.01117445245592497e+00 +9.99388833935900500e-01
-2.17217217217217207e-01 +1.01127981245432452e+00 +9.99388328818765936e-01
-2.15215215215215250e-01 +1.01125599725997395e+00 +9.99387655116946605e-01
-2.13213213213213182e-01 +1.01110681160227078e+00 +9.99386953025478975e-01
-2.11211211211211225e-01 +1.01083737082658698e+00 +9.99386351910428350e-01
-2.09209209209209268e-01 +1.01045400704645361e+00 +9.99385969707992539e-01
-2.07207207207207200e-01 +1.00996416414644496e+00 +9.99385912465052262e-01
-2.05205205205205243e-01 +1.00937628310983230e+00 +9.99386274017510012e-01
-2.03203203203203175e-01 +1.00869967921413362e+00 +9.99387135801737436e-01
-2.01201201201201219e-01 +1.00794441268802126e+00 +9.99388566793522948e-01
-1.99199199199199262e-01 +1.00712115445454597e+00 +9.99390623568080727e-01
-1.97197197197197194e-01 +1.00624104859843966e+00 +9.99393350473969377e-01
-1.95195195195195237e-01 +1.00531557318967013e+00 +9.99396779913129696e-01
-1.93193193193193169e-01 +1.00435640107195012e+00 +9.99400932718744417e-01
-1.91191191191191212e-01 +1.00337526218424777e+00 +9.99405818622199793e-01
-1.89189189189189144e-01 +1.00238380892635259e+00 +9.99411436800098696e-01
-1.87187187187187187e-01 +1.00139348600722866e+00 +9.99417776492057319e-01
-1.85185185185185230e-01 +1.00041540612841851e+00 +9.99424817679881006e-01
-1.83183183183183163e-01 +9.99460232755386424e-01 +9.99432531818664538e-01
-1.81181181181181206e-01 +9.98538071118843296e-01 +9.99440882610402870e-01
-1.79179179179179138e-01 +9.97658368467225110e-01 +9.99449826810818398e-01
-1.77177177177177181e-01 +9.96829824462187375e-01 +9.99459315060290177e-01
-1.75175175175175224e-01 +9.96060312472836329e-01 +9.99469292730046366e-01
-1.73173173173173156e-01 +9.95356812383089262e-01 +9.99479700775085300e-01
-1.71171171171171199e-01 +9.94725355381731458e-01 +9.99490476585683796e-01
-1.69169169169169131e-01 +9.94170981058078884e-01 +9.99501554829764993e-01
-1.67167167167167174e-01 +9.93697706979320583e-01 +9.99512868278891187e-01
-1.65165165165165218e-01 +9.93308510780241072e-01 +9.99524348611131375e-01
-1.63163163163163150e-01 +9.93005324653661869e-01 +9.99535927184626360e-01
-1.61161161161161193e-01 +9.92789041992128807e-01 +9.99547535776213913e-01
-1.59159159159159125e-01 +9.92659535799495507e-01 +9.99559107280086345e-01
-1.57157157157157168e-01 +9.92615688366486171e-01 +9.99570576362042607e-01
-1.55155155155155211e-01 +9.92655431588250647e-01 +9.99581880065507189e-01
-1.53153153153153143e-01 +9.92775797195473930e-01 +9.99592958366107953e-01
-1.51151151151151186e-01 +9.92972976074744551e-01 +9.99603754672200639e-01
-1.49149149149149118e-01 +9.93242385769463665e-01 +9.99614216269339551e-01
-1.47147147147147161e-01 +9.93578745180276113e-01 +9.99624294707280536e-01
-1.45145145145145205e-01 +9.93976155424407537e-01 +9.99633946128665518e-01
-1.43143143143143137e-01 +9.94428185766745187e-01 +9.99643131539101559e-01
-1.41141141141141180e-01 +9.94927963502326485e-01 +9.99651817018864297e-01
-1.39139139139139112e-01 +9.95468266650124112e-01 +9.99659973876955266e-01
-1.37137137137137155e-01 +9.96041618311639398e-01 +9.99667578748717922e-01
-1.35135135135135087e-01 +9.96640381554613652e-01 +9.99674613638646292e-01
-1.33133133133133130e-01 +9.97256853701801060e-01 +9.99681065910421940e-01
-1.31131131131131173e-01 +9.97883358936761167e-01 +9.99686928226585891e-01
-1.29129129129129105e-01 +9.98512338182384163e-01 +9.99692198440566671e-01
-1.27127127127127149e-01 +9.99136435262675926e-01 +9.99696879444091802e-01
-1.25125125125125081e-01 +9.99748578423347634e-01 +9.99700978973242171e-01
-1.23123123123123124e-01 +1.00034205636103812e+00 +9.99704509376627470e-01
-1.21121121121121167e-01 +1.00091058799357402e+00 +9.99707487349338120e-01
-1.19119119119119099e-01 +1.00144838529339175e+00 +9.99709933636446668e-01
-1.17117117117117142e-01 +1.00195020860201023e+00 +9.99711872709940330e-01
-1.15115115115115074e-01 +1.00241141394403366e+00 +9.99713332423019851e-01
-1.13113113113113117e-01 +1.00282799196334271e+00 +9.99714343645720760e-01
-1.11111111111111160e-01 +1.00319659821066831e+00 +9.99714939885807952e-01
-1.09109109109109093e-01 +1.00351457461937121e+00 +9.99715156898845714e-01
-1.07107107107107136e-01 +1.00377996211371778e+00 +9.99715032291275230e-01
-1.05105105105105068e-01 +1.00399150440005491e+00 +9.99714605120233246e-01
-1.03103103103103111e-01 +1.00414864309480367e+00 +9.99713915493712579e-01
-1.01101101101101154e-01 +1.00425150444303735e+00 +9.99713004174516806e-01
-9.90990990990990861e-02 +1.00430087797644063e+00 +9.99711912191295071e-01
-9.70970970970971292e-02 +1.00429818754869116e+00 +9.99710680459740542e-01
-9.50950950950950613e-02 +1.00424545526883224e+00 +9.99709349416841642e-01
-9.30930930930931044e-02 +1.00414525892814255e+00 +9.99707958670841834e-01
-9.10910910910911475e-02 +1.00400068358266048e+00 +9.99706546669341889e-01
-8.90890890890890796e-02 +1.00381526801120424e+00 +9.99705150387727337e-01
-8.70870870870871228e-02 +1.00359294681695355e+00 +9.99703805039862670e-01
-8.50850850850850549e-02 +1.00333798897899196e+00 +9.99702543812733491e-01
-8.30830830830830980e-02 +1.00305493368834764e+00 +9.99701397626468591e-01
-8.10810810810811411e-02 +1.00274852432087180e+00 +9.99700394920915669e-01
-7.90790790790790732e-02 +1.00242364140667073e+00 +9.99699561469686748e-01
-7.70770770770771163e-02 +1.00208523545282668e+00 +9.99698920222344634e-01
-7.50750750750750484e-02 +1.00173826046301051e+00 +9.99698491175156634e-01
-7.30730730730730915e-02 +1.00138760897456680e+00 +9.99698291270594952e-01
-7.10710710710711346e-02 +1.00103804940115992e+00 +9.99698334325546001e-01
-6.90690690690690667e-02 +1.00069416642760745e+00 +9.99698630987959413e-01
-6.70670670670671099e-02 +1.00036030515370955e+00 +9.99699188721467347e-01
-6.50650650650650419e-02 +1.00004051962637153e+00 +9.99700011817300171e-01
-6.30630630630630851e-02 +9.99738526334915445e-01 +9.99701101432643791e-01
-6.10610610610610172e-02 +9.99457663174005084e-01 +9.99702455654413180e-01
-5.90590590590590603e-02 +9.99200854302974228e-01 +9.99704069587253996e-01
-5.70570570570571034e-02 +9.98970581250501533e-01 +9.99705935464449302e-01
-5.50550550550550355e-02 +9.98768860530499625e-01 +9.99708042780271700e-01
-5.30530530530530786e-02 +9.98597227949822419e-01 +9.99710378442215108e-01
-5.10510510510510107e-02 +9.98456729701930890e-01 +9.99712926941435986e-01
-4.90490490490490538e-02 +9.98347920254064602e-01 +9.99715670539653600e-01
-4.70470470470470969e-02 +9.98270866949778624e-01 +9.99718589470689700e-01
-4.50450450450450290e-02 +9.98225161164874253e-01 +9.99721662154772317e-01
-4.30430430430430722e-02 +9.98209935773837320e-01 +9.99724865423685993e-01
-4.10410410410410043e-02 +9.98223888606759036e-01 +9.99728174754833110e-01
-3.90390390390390474e-02 +9.98265311504285102e-01 +9.99731564512242543e-01
-3.70370370370370905e-02 +9.98332124511226104e-01 +9.99735008192576435e-01
-3.50350350350350226e-02 +9.98421914688809364e-01 +9.99738478674185971e-01
-3.30330330330330657e-02 +9.98531978971855860e-01 +9.99741948467297359e-01
-3.10310310310309978e-02 +9.98659370450991069e-01 +9.99745389963438758e-01
-2.90290290290290409e-02 +9.98800947421872198e-01 +9.99748775682265833e-01
-2.70270270270270840e-02 +9.98953424513701838e-01 +9.99752078513993836e-01
-2.50250250250250161e-02 +9.99113425188341675e-01 +9.99755271955711899e-01
-2.30230230230230593e-02 +9.99277534889303487e-01 +9.99758330339922563e-01
-2.10210210210209913e-02 +9.99442354116890752e-01 +9.99761229053727662e-01
-1.90190190190190345e-02 +9.99604550711773565e-01 +9.99763944747172673e-01
-1.70170170170170776e-02 +9.99760910644185596e-01 +9.99766455529345843e-01
-1.50150150150150097e-02 +9.99908386629513424e-01 +9.99768741150931173e-01
-1.30130130130130528e-02 +1.00004414392297947e+00 +9.99770783172020505e-01
-1.10110110110109849e-02 +1.00016560268600019e+00 +9.99772565114085965e-01
-9.00900900900902801e-03 +1.00027047636408972e+00 +9.99774072595139063e-01
-7.00700700700696011e-03 +1.00035680557031759e+00 +9.99775293447207947e-01
-5.00500500500500323e-03 +1.00042298702862298e+00 +9.99776217815388391e-01
-3.00300300300304635e-03 +1.00046779719698686e+00 +9.99776838237840360e-01
-1.00100100100097844e-03 +1.00049041026079433e+00 +9.99777149706229107e-01
+1.00100100100108946e-03 +1.00049041026079433e+00 +9.99777149706229107e-01
+3.00300300300304635e-03 +1.00046779719698686e+00 +9.99776838237840360e-01
+5.00500500500500323e-03 +1.00042298702862342e+00 +9.99776217815388391e-01
+7.00700700700696011e-03 +1.00035680557031781e+00 +9.99775293447208058e-01
+9.00900900900891699e-03 +1.00027047636408994e+00 +9.99774072595139285e-01
+1.10110110110110959e-02 +1.00016560268600063e+00 +9.99772565114086187e-01
+1.30130130130130528e-02 +1.00004414392298013e+00 +9.99770783172020616e-01
+1.50150150150150097e-02 +9.99908386629513868e-01 +9.99768741150931173e-01
+1.70170170170169666e-02 +9.99760910644186263e-01 +9.99766455529345843e-01
+1.90190190190189234e-02 +9.99604550711774231e-01 +9.99763944747173117e-01
+2.10210210210211024e-02 +9.99442354116891529e-01 +9.99761229053728107e-01
+2.30230230230230593e-02 +9.99277534889304375e-01 +9.99758330339922785e-01
+2.50250250250250161e-02 +9.99113425188342785e-01 +9.99755271955712344e-01
+2.70270270270269730e-02 +9.98953424513702948e-01 +9.99752078513994058e-01
+2.90290290290289299e-02 +9.98800947421873309e-01 +9.99748775682266277e-01
+3.10310310310311088e-02 +9.98659370450992179e-01 +9.99745389963439313e-01
+3.30330330330330657e-02 +9.98531978971857082e-01 +9.99741948467297803e-01
+3.50350350350350226e-02 +9.98421914688810808e-01 +9.99738478674186526e-01
+3.70370370370369795e-02 +9.98332124511227437e-01 +9.99735008192576990e-01
+3.90390390390389364e-02 +9.98265311504286434e-01 +9.99731564512243098e-01
+4.10410410410411153e-02 +9.98223888606760479e-01 +9.99728174754833665e-01
+4.30430430430430722e-02 +9.98209935773838652e-01 +9.99724865423686215e-01
+4.50450450450450290e-02 +9.98225161164875585e-01 +9.99721662154772761e-01
+4.70470470470469859e-02 +9.98270866949779956e-01 +9.99718589470690255e-01
+4.90490490490489428e-02 +9.98347920254066046e-01 +9.99715670539654266e-01
+5.10510510510511217e-02 +9.98456729701932222e-01 +9.99712926941436431e-01
+5.30530530530530786e-02 +9.98597227949824195e-01 +9.99710378442215553e-01
+5.50550550550550355e-02 +9.98768860530500957e-01 +9.99708042780272144e-01
+5.70570570570569924e-02 +9.98970581250503087e-01 +9.99705935464449746e-01
+5.90590590590589493e-02 +9.99200854302975672e-01 +9.99704069587254773e-01
+6.10610610610611282e-02 +9.99457663174006417e-01 +9.99702455654413624e-01
+6.30630630630630851e-02 +9.99738526334916555e-01 +9.99701101432644346e-01
+6.50650650650650419e-02 +1.00004051962637286e+00 +9.99700011817300838e-01
+6.70670670670669988e-02 +1.00036030515371088e+00 +9.99699188721468124e-01
+6.90690690690689557e-02 +1.00069416642760856e+00 +9.99698630987960191e-01
+7.10710710710711346e-02 +1.00103804940116126e+00 +9.99698334325546778e-01
+7.30730730730730915e-02 +1.00138760897456813e+00 +9.99698291270595618e-01
+7.50750750750750484e-02 +1.00173826046301140e+00 +9.99698491175157078e-01
+7.70770770770770053e-02 +1.00208523545282757e+00 +9.99698920222345189e-01
+7.90790790790789622e-02 +1.00242364140667162e+00 +9.99699561469687303e-01
+8.10810810810811411e-02 +1.00274852432087269e+00 +9.99700394920916446e-01
+8.30830830830830980e-02 +1.00305493368834875e+00 +9.99701397626469257e-01
+8.50850850850850549e-02 +1.00333798897899307e+00 +9.99702543812733935e-01
+8.70870870870870117e-02 +1.00359294681695443e+00 +9.99703805039863447e-01
+8.90890890890889686e-02 +1.00381526801120513e+00 +9.99705150387728003e-01
+9.10910910910911475e-02 +1.00400068358266137e+00 +9.99706546669342444e-01
+9.30930930930931044e-02 +1.00414525892814321e+00 +9.99707958670842278e-01
+9.50950950950950613e-02 +1.00424545526883269e+00 +9.99709349416842086e-01
+9.70970970970970182e-02 +1.00429818754869182e+00 +9.99710680459741319e-01
+9.90990990990991971e-02 +1.00430087797644108e+00 +9.99711912191295737e-01
+1.01101101101101154e-01 +1.00425150444303801e+00 +9.99713004174517472e-01
+1.03103103103103111e-01 +1.00414864309480412e+00 +9.99713915493713134e-01
+1.05105105105105068e-01 +1.00399150440005558e+00 +9.99714605120234023e-01
+1.07107107107107025e-01 +1.00377996211371845e+00 +9.99715032291275674e-01
+1.09109109109109204e-01 +1.00351457461937166e+00 +9.99715156898846158e-01
+1.11111111111111160e-01 +1.00319659821066876e+00 +9.99714939885808729e-01
+1.13113113113113117e-01 +1.00282799196334294e+00 +9.99714343645721537e-01
+1.15115115115115074e-01 +1.00241141394403410e+00 +9.99713332423020629e-01
+1.17117117117117031e-01 +1.00195020860201067e+00 +9.99711872709941329e-01
+1.19119119119119210e-01 +1.00144838529339220e+00 +9.99709933636447334e-01
+1.21121121121121167e-01 +1.00091058799357446e+00 +9.99707487349339008e-01
+1.23123123123123124e-01 +1.00034205636103835e+00 +9.99704509376628025e-01
+1.25125125125125081e-01 +9.99748578423348078e-01 +9.99700978973242838e-01
+1.27127127127127038e-01 +9.99136435262676370e-01 +9.99696879444092801e-01
+1.29129129129129216e-01 +9.98512338182384385e-01 +9.99692198440567337e-01
+1.31131131131131173e-01 +9.97883358936761611e-01 +9.99686928226586557e-01
+1.33133133133133130e-01 +9.97256853701801282e-01 +9.99681065910422828e-01
+1.35135135135135087e-01 +9.96640381554613874e-01 +9.99674613638646736e-01
+1.37137137137137044e-01 +9.96041618311639732e-01 +9.99667578748718477e-01
+1.39139139139139223e-01 +9.95468266650124334e-01 +9.99659973876955932e-01
+1.41141141141141180e-01 +9.94927963502326929e-01 +9.99651817018865074e-01
+1.43143143143143137e-01 +9.94428185766745631e-01 +9.99643131539102225e-01
+1.45145145145145094e-01 +9.93976155424408092e-01 +9.99633946128666073e-01
+1.47147147147147050e-01 +9.93578745180276446e-01 +9.99624294707280980e-01
+1.49149149149149229e-01 +9.93242385769463776e-01 +9.99614216269340439e-01
+1.51151151151151186e-01 +9.92972976074745106e-01 +9.99603754672201417e-01
+1.53153153153153143e-01 +9.92775797195474485e-01 +9.99592958366108841e-01
+1.55155155155155100e-01 +9.92655431588250980e-01 +9.99581880065507966e-01
+1.57157157157157057e-01 +9.92615688366486504e-01 +9.99570576362043162e-01
+1.59159159159159236e-01 +9.92659535799495840e-01 +9.99559107280087233e-01
+1.61161161161161193e-01 +9.92789041992129362e-01 +9.99547535776214691e-01
+1.63163163163163150e-01 +9.93005324653662425e-01 +9.99535927184627138e-01
+1.65165165165165106e-01 +9.93308510780241627e-01 +9.99524348611132374e-01
+1.67167167167167063e-01 +9.93697706979321138e-01 +9.99512868278891853e-01
+1.69169169169169242e-01 +9.94170981058079439e-01 +9.99501554829765881e-01
+1.71171171171171199e-01 +9.94725355381732124e-01 +9.99490476585684462e-01
+1.73173173173173156e-01 +9.95356812383089817e-01 +9.99479700775086299e-01
+1.75175175175175113e-01 +9.96060312472837217e-01 +9.99469292730047254e-01
+1.77177177177177070e-01 +9.96829824462188263e-01 +9.99459315060291176e-01
+1.79179179179179249e-01 +9.97658368467225998e-01 +9.99449826810819286e-01
+1.81181181181181206e-01 +9.98538071118844073e-01 +9.99440882610404091e-01
+1.83183183183183163e-01 +9.99460232755387423e-01 +9.99432531818665426e-01
+1.85185185185185119e-01 +1.00041540612841962e+00 +9.99424817679882005e-01
+1.87187187187187076e-01 +1.00139348600722977e+00 +9.99417776492057985e-01
+1.89189189189189255e-01 +1.00238380892635348e+00 +9.99411436800099473e-01
+1.91191191191191212e-01 +1.00337526218424866e+00 +9.99405818622200681e-01
+1.93193193193193169e-01 +1.00435640107195101e+00 +9.99400932718745083e-01
+1.95195195195195126e-01 +1.00531557318967124e+00 +9.99396779913130473e-01
+1.97197197197197083e-01 +1.00624104859844055e+00 +9.99393350473970377e-01
+1.99199199199199262e-01 +1.00712115445454686e+00 +9.99390623568081615e-01
+2.01201201201201219e-01 +1.00794441268802237e+00 +9.99388566793523836e-01
+2.03203203203203175e-01 +1.00869967921413473e+00 +9.99387135801738546e-01
+2.05205205205205132e-01 +1.00937628310983341e+00 +9.99386274017510901e-01
+2.07207207207207089e-01 +1.00996416414644608e+00 +9.99385912465053039e-01
+2.09209209209209268e-01 +1.01045400704645472e+00 +9.99385969707993427e-01
+2.11211211211211225e-01 +1.01083737082658809e+00 +9.99386351910429238e-01
+2.13213213213213182e-01 +1.01110681160227189e+00 +9.99386953025479863e-01
+2.15215215215215139e-01 +1.01125599725997528e+00 +9.99387655116947604e-01
+2.17217217217217318e-01 +1.01127981245432585e+00 +9.99388328818767047e-01
+2.19219219219219275e-01 +1.01117445245592608e+00 +9.99388833935901388e-01
+2.21221221221221231e-01 +1.01093750446331732e+00 +9.99389020189217936e-01
+2.23223223223223188e-01 +1.01056801509798477e+00 +9.99388728105656599e-01
+2.25225225225225145e-01 +1.01006654292398301e+00 +9.99387790053717029e-01
+2.27227227227227324e-01 +1.00943519497273604e+00 +9.99386031422885290e-01
+2.29229229229229281e-01 +1.00867764640775137e+00 +9.99383271944178198e-01
+2.31231231231231238e-01 +1.00779914263200809e+00 +9.99379327147442709e-01
+2.33233233233233195e-01 +1.00680648332119382e+00 +9.99374009949472897e-01
+2.35235235235235152e-01 +1.00570798805704076e+00 +9.99367132365349908e-01
+2.37237237237237331e-01 +1.00451344343494631e+00 +9.99358507333753088e-01
+2.39239239239239287e-01 +1.00323403172687087e+00 +9.99347950645267824e-01
+2.41241241241241244e-01 +1.00188224139203808e+00 +9.99335282960998272e-01
+2.43243243243243201e-01 +1.00047175994208115e+00 +9.99320331907063708e-01
+2.45245245245245158e-01 +9.99017349881592298e-01 +9.99302934228834761e-01
+2.47247247247247337e-01 +9.97534708657234925e-01 +9.99282937987072684e-01
+2.49249249249249294e-01 +9.96040313756253681e-01 +9.99260204776472816e-01
+2.51251251251251251e-01 +9.94551254295912845e-01 +9.99234611945507334e-01
+2.53253253253253208e-01 +9.93085050636753008e-01 +9.99206054794921084e-01
+2.55255255255255165e-01 +9.91659463732156743e-01 +9.99174448730782094e-01
+2.57257257257257343e-01 +9.90292296092276425e-01 +9.99139731346626703e-01
+2.59259259259259300e-01 +9.89001186389676046e-01 +9.99101864408000639e-01
+2.61261261261261257e-01 +9.87803399864972786e-01 +9.99060835711583994e-01
+2.63263263263263214e-01 +9.86715616801361772e-01 +9.99016660790126521e-01
+2.65265265265265171e-01 +9.85753721425403406e-01 +9.98969384433609386e-01
+2.67267267267267350e-01 +9.84932593656201449e-01 +9.98919081996433533e-01
+2.69269269269269307e-01 +9.84265906164773274e-01 +9.98865860459989818e-01
+2.71271271271271264e-01 +9.83765929218783142e-01 +9.98809859219740193e-01
+2.73273273273273221e-01 +9.83443345774043576e-01 +9.98751250565922510e-01
+2.75275275275275177e-01 +9.83307079232610626e-01 +9.98690239827215831e-01
+2.77277277277277356e-01 +9.83364136217565910e-01 +9.98627065147142945e-01
+2.79279279279279313e-01 +9.83619466616653337e-01 +9.98561996863712165e-01
+2.81281281281281270e-01 +9.84075843021055219e-01 +9.98495336463749328e-01
+2.83283283283283227e-01 +9.84733761532318619e-01 +9.98427415084607306e-01
+2.85285285285285184e-01 +9.85591365730646207e-01 +9.98358591537435447e-01
+2.87287287287287363e-01 +9.86644395392634932e-01 +9.98289249827968295e-01
+2.89289289289289320e-01 +9.87886161317586109e-01 +9.98219796152834515e-01
+2.91291291291291277e-01 +9.89307547370470886e-01 +9.98150655351713878e-01
+2.93293293293293234e-01 +9.90897040578680000e-01 +9.98082266798269724e-01
+2.95295295295295190e-01 +9.92640789831078174e-01 +9.98015079715637188e-01
+2.97297297297297369e-01 +9.94522693424338411e-01 +9.97949547905393697e-01
+2.99299299299299326e-01 +9.96524515385836862e-01 +9.97886123882304354e-01
+3.01301301301301283e-01 +9.98626030177659718e-01 +9.97825252410770802e-01
+3.03303303303303240e-01 +1.00080519505575216e+00 +9.97767363442769506e-01
+3.05305305305305197e-01 +1.00303834902536604e+00 +9.97712864461134608e-01
+3.07307307307307376e-01 +1.00530043700227667e+00 +9.97662132236322163e-01
+3.09309309309309333e-01 +1.00756525746236125e+00 +9.97615504009236820e-01
+3.11311311311311290e-01 +1.00980573154384179e+00 +9.97573268117325274e-01
+3.13313313313313246e-01 +1.01199419126037915e+00 +9.97535654085873857e-01
+3.15315315315315203e-01 +1.01410268419311667e+00 +9.97502822211321583e-01
+3.17317317317317382e-01 +1.01610329175923564e+00 +9.97474852668318257e-01
+3.19319319319319339e-01 +1.01796845790718571e+00 +9.97451734177269733e-01
+3.21321321321321296e-01 +1.01967132486791012e+00 +9.97433352274108675e-01
+3.23323323323323253e-01 +1.02118607240028059e+00 +9.97419477229039009e-01
+3.25325325325325210e-01 +1.02248825681060929e+00 +9.97409751665967459e-01
+3.27327327327327389e-01 +1.02355514590325147e+00 +9.97403677939196820e-01
+3.29329329329329346e-01 +1.02436604593439951e+00 +9.97400605328739753e-01
+3.31331331331331302e-01 +1.02490261659629711e+00 +9.97399717120208917e-01
+3.33333333333333259e-01 +1.02514917005602291e+00 +9.97400017639668457e-01
+3.35335335335335216e-01 +1.02509295011308210e+00 +9.97400319318023865e-01
+3.37337337337337395e-01 +1.02472438762419893e+00 +9.97399229863459080e-01
+3.39339339339339352e-01 +1.02403732847245177e+00 +9.97395139624053684e-01
+3.41341341341341309e-01 +1.02302923053124406e+00 +9.97386209226001519e-01
+3.43343343343343266e-01 +1.02170132629113142e+00 +9.97370357575765420e-01
+3.45345345345345223e-01 +1.02005874807827857e+00 +9.97345250316989618e-01
+3.47347347347347402e-01 +1.01811061309591011e+00 +9.97308288835059287e-01
+3.49349349349349358e-01 +1.01587006586259920e+00 +9.97256599903749597e-01
+3.51351351351351315e-01 +1.01335427600124506e+00 +9.97187026069480842e-01
+3.53353353353353272e-01 +1.01058438974723441e+00 +9.97096116869213289e-01
+3.55355355355355451e-01 +1.00758543399024125e+00 +9.96980120977964512e-01
+3.57357357357357408e-01 +1.00438617213762638e+00 +9.96834979381303277e-01
+3.59359359359359365e-01 +1.00101891158425782e+00 +9.96656319666928137e-01
+3.61361361361361322e-01 +9.97519263089275965e-01 +9.96439451527551534e-01
+3.63363363363363279e-01 +9.93925852889879669e-01 +9.96179363564801967e-01
+3.65365365365365458e-01 +9.90279988920514276e-01 +9.95870721480678234e-01
+3.67367367367367414e-01 +9.86625283047358081e-01 +9.95507867739248709e-01
+3.69369369369369371e-01 +9.83007231767074607e-01 +9.95084822776789890e-01
+3.71371371371371328e-01 +9.79472758349668182e-01 +9.94595287833399566e-01
+3.73373373373373285e-01 +9.76069719921920820e-01 +9.94032649473281626e-01
+3.75375375375375464e-01 +9.72846383484454846e-01 +9.93389985854446267e-01
+3.77377377377377421e-01 +9.69850875325969364e-01 +9.92660074801450243e-01
+3.79379379379379378e-01 +9.67130608736810560e-01 +9.91835403727086784e-01
+3.81381381381381335e-01 +9.64731695325111938e-01 +9.90908181440633529e-01
+3.83383383383383292e-01 +9.62698345596752603e-01 +9.89870351871379062e-01
+3.85385385385385471e-01 +9.61072264770233775e-01 +9.88713609726771470e-01
+3.87387387387387427e-01 +9.59892050054355517e-01 +9.87429418094619371e-01
+3.89389389389389384e-01 +9.59192595815945293e-01 +9.86009027988461240e-01
+3.91391391391391341e-01 +9.59004513202846520e-01 +9.84443499824461776e-01
+3.93393393393393298e-01 +9.59353570860532523e-01 +9.82723726807126940e-01
+3.95395395395395477e-01 +9.60260163386220222e-01 +9.80840460189729701e-01
+3.97397397397397434e-01 +9.61738814100013939e-01 +9.78784336363739960e-01
+3.99399399399399391e-01 +9.63797718576892226e-01 +9.76545905719750307e-01
+4.01401401401401348e-01 +9.66438335175399565e-01 +9.74115663210514571e-01
+4.03403403403403304e-01 +9.69655028518695561e-01 +9.71484080534773864e-01
+4.05405405405405483e-01 +9.73434771531775711e-01 +9.68641639848654257e-01
+4.07407407407407440e-01 +9.77756911216707270e-01 +9.65578868899649612e-01
+4.09409409409409397e-01 +9.82593002857900855e-01 +9.62286377466591625e-01
+4.11411411411411354e-01 +9.87906716794741735e-01 +9.58754894977685623e-01
+4.13413413413413311e-01 +9.93653821283279393e-01 +9.54975309167700237e-01
+4.15415415415415490e-01 +9.99782244296638201e-01 +9.50938705624818637e-01
+4.17417417417417447e-01 +1.00623221639075044e+00 +9.46636408067607960e-01
+4.19419419419419404e-01 +1.01293649599402813e+00 +9.42060019183043496e-01
+4.21421421421421361e-01 +1.01982067767332252e+00 +9.37201461847716910e-01
+4.23423423423423317e-01 +1.02680358309141639e+00 +9.32053020546222077e-01
+4.25425425425425496e-01 +1.03379773351120563e+00 +9.26607382793428469e-01
