problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
bcsstm23.mtx          3134 DS   18 783.5    0.2    0.3  512    0.2    0.5
bcsstm23.mtx          3134 DS   18 783.5    0.2    0.3 1024    1.2    1.8
bcsstm23.mtx          3134 DS   18 783.5    0.2    0.3 2048    1.0    2.0
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
bcsstm24.mtx          3562 LL    0  2.0    0.0    0.0  256    0.0    0.0
bcsstm24.mtx          3562 LL    0  2.0    0.0    0.0  512    0.1    0.1
bcsstm24.mtx          3562 LL    0  2.0    0.0    0.0 1024    0.2    0.2
bcsstm24.mtx          3562 LL    0  2.0    0.0    0.0 2048    0.4    0.4
bcsstm24.mtx          3562 LU    0  2.0    0.0    0.0  256    0.0    0.0
bcsstm24.mtx          3562 LU    0  2.0    0.0    0.0  512    0.1    0.1
bcsstm24.mtx          3562 LU    0  2.0    0.0    0.0 1024    0.2    0.2
bcsstm24.mtx          3562 LU    0  2.0    0.0    0.0 2048    0.4    0.4
bcsstm24.mtx          3562 DS   24 890.5    0.2    0.3  256    0.1    0.3
bcsstm24.mtx          3562 DS   24 890.5    0.2    0.3  512    0.3    0.6
bcsstm24.mtx          3562 DS   24 890.5    0.2    0.3 1024    1.4    2.2
bcsstm24.mtx          3562 DS   24 890.5    0.2    0.3 2048    1.2    2.4
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
bcsstm25.mtx         15439 LL    0  2.0    0.0    0.0  256    0.1    0.1
bcsstm25.mtx         15439 LL    0  2.0    0.0    0.0  512    0.3    0.3
bcsstm25.mtx         15439 LL    0  2.0    0.0    0.0 1024    0.7    0.7
bcsstm25.mtx         15439 LL    0  2.0    0.0    0.0 2048    1.9    1.9
bcsstm25.mtx         15439 LU    0  2.0    0.0    0.0  256    0.1    0.1
bcsstm25.mtx         15439 LU    0  2.0    0.0    0.0  512    0.3    0.3
bcsstm25.mtx         15439 LU    0  2.0    0.0    0.0 1024    0.7    0.7
bcsstm25.mtx         15439 LU    0  2.0    0.0    0.0 2048    1.9    1.9
bcsstm25.mtx         15439 DS  113 964.9    1.4    2.1  256    0.7    1.5
bcsstm25.mtx         15439 DS  113 964.9    1.4    2.1  512    1.4    2.7
bcsstm25.mtx         15439 DS  113 964.9    1.4    2.1 1024    3.5    6.2
bcsstm25.mtx         15439 DS  113 964.9    1.4    2.1 2048    6.0   11.2
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
bcsstm26.mtx          1922 LL    0  2.0    0.0    0.0  256    0.0    0.0
bcsstm26.mtx          1922 LL    0  2.0    0.0    0.0  512    0.0    0.0
bcsstm26.mtx          1922 LL    0  2.0    0.0    0.0 1024    0.1    0.1
bcsstm26.mtx          1922 LL    0  2.0    0.0    0.0 2048    0.2    0.2
bcsstm26.mtx          1922 LU    0  2.0    0.0    0.0  256    0.0    0.0
bcsstm26.mtx          1922 LU    0  2.0    0.0    0.0  512    0.0    0.0
bcsstm26.mtx          1922 LU    0  2.0    0.0    0.0 1024    0.1    0.1
bcsstm26.mtx          1922 LU    0  2.0    0.0    0.0 2048    0.2    0.2
bcsstm26.mtx          1922 DS   14 961.0    0.1    0.2  256    0.1    0.2
bcsstm26.mtx          1922 DS   14 961.0    0.1    0.2  512    0.2    0.3
bcsstm26.mtx          1922 DS   14 961.0    0.1    0.2 1024    0.6    1.1
bcsstm26.mtx          1922 DS   14 961.0    0.1    0.2 2048    0.7    1.3
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
bcsstm36.mtx         23052 LL   -1 -0.0    nan    nan  256    nan    nan
bcsstm36.mtx         23052 LL   -1 -0.0    nan    nan  512    nan    nan
bcsstm36.mtx         23052 LL   -1 -0.0    nan    nan 1024    nan    nan
bcsstm36.mtx         23052 LL   -1 -0.0    nan    nan 2048    nan    nan
bcsstm36.mtx         23052 LU   -1 -0.0    nan    nan  256    nan    nan
bcsstm36.mtx         23052 LU   -1 -0.0    nan    nan  512    nan    nan
bcsstm36.mtx         23052 LU   -1 -0.0    nan    nan 1024    nan    nan
bcsstm36.mtx         23052 LU   -1 -0.0    nan    nan 2048    nan    nan
bcsstm36.mtx         23052 DS   -1 -0.0    nan    nan  256    nan    nan
bcsstm36.mtx         23052 DS   -1 -0.0    nan    nan  512    nan    nan
bcsstm36.mtx         23052 DS   -1 -0.0    nan    nan 1024    nan    nan
bcsstm36.mtx         23052 DS   -1 -0.0    nan    nan 2048    nan    nan
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
bcsstm38.mtx          8032 LL   -1 -0.0    nan    nan  256    nan    nan
bcsstm38.mtx          8032 LL   -1 -0.0    nan    nan  512    nan    nan
bcsstm38.mtx          8032 LL   -1 -0.0    nan    nan 1024    nan    nan
bcsstm38.mtx          8032 LL   -1 -0.0    nan    nan 2048    nan    nan
bcsstm38.mtx          8032 LU   -1 -0.0    nan    nan  256    nan    nan
bcsstm38.mtx          8032 LU   -1 -0.0    nan    nan  512    nan    nan
bcsstm38.mtx          8032 LU   -1 -0.0    nan    nan 1024    nan    nan
bcsstm38.mtx          8032 LU   -1 -0.0    nan    nan 2048    nan    nan
bcsstm38.mtx          8032 DS   -1 -0.0    nan    nan  256    nan    nan
bcsstm38.mtx          8032 DS   -1 -0.0    nan    nan  512    nan    nan
bcsstm38.mtx          8032 DS   -1 -0.0    nan    nan 1024    nan    nan
bcsstm38.mtx          8032 DS   -1 -0.0    nan    nan 2048    nan    nan
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
bmw7st_1.mtx        141347 LL  988 17.7   46.4   46.3  256   64.7  125.2
bmw7st_1.mtx        141347 LL  988 17.7   46.4   46.3  512  131.5  240.3
bmw7st_1.mtx        141347 LL  988 17.7   46.4   46.3 1024  264.7  447.3
bmw7st_1.mtx        141347 LL  988 17.7   46.4   46.3 2048    nan    nan
bmw7st_1.mtx        141347 LU 1445 25.9   86.7   86.6  256  113.7  208.2
bmw7st_1.mtx        141347 LU 1445 25.9   86.7   86.6  512  229.2  385.0
bmw7st_1.mtx        141347 LU 1445 25.9   86.7   86.6 1024  460.3  713.1
bmw7st_1.mtx        141347 LU 1445 25.9   86.7   86.6 2048    nan    nan
bmw7st_1.mtx        141347 DS  654 11.7  771.8 1494.1  256  733.0 1458.7
bmw7st_1.mtx        141347 DS  654 11.7  771.8 1494.1  512  746.2 1484.2
bmw7st_1.mtx        141347 DS  654 11.7  771.8 1494.1 1024  780.1 1545.6
bmw7st_1.mtx        141347 DS  654 11.7  771.8 1494.1 2048    nan    nan
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
bmwcra_1.mtx        148770 LL 2375 29.3  169.7  169.6  256  182.0  356.8
bmwcra_1.mtx        148770 LL 2375 29.3  169.7  169.6  512  363.5  674.9
bmwcra_1.mtx        148770 LL 2375 29.3  169.7  169.6 1024    nan    nan
bmwcra_1.mtx        148770 LL 2375 29.3  169.7  169.6 2048    nan    nan
bmwcra_1.mtx        148770 LU 2382 29.3  171.1  170.8  256  182.7  358.7
bmwcra_1.mtx        148770 LU 2382 29.3  171.1  170.8  512  365.1  676.9
bmwcra_1.mtx        148770 LU 2382 29.3  171.1  170.8 1024    nan    nan
bmwcra_1.mtx        148770 LU 2382 29.3  171.1  170.8 2048    nan    nan
bmwcra_1.mtx        148770 DS  692  8.5 1249.5 2436.3  256 1193.4 2378.5
bmwcra_1.mtx        148770 DS  692  8.5 1249.5 2436.3  512 1210.6 2410.6
bmwcra_1.mtx        148770 DS  692  8.5 1249.5 2436.3 1024    nan    nan
bmwcra_1.mtx        148770 DS  692  8.5 1249.5 2436.3 2048    nan    nan
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
ct20stif.mtx         52329 LL  388 19.6   22.6   22.6  256   23.7   46.2
ct20stif.mtx         52329 LL  388 19.6   22.6   22.6  512   48.1   88.3
ct20stif.mtx         52329 LL  388 19.6   22.6   22.6 1024   97.0  164.5
ct20stif.mtx         52329 LL  388 19.6   22.6   22.6 2048  196.6  305.7
ct20stif.mtx         52329 LU  481 24.3   31.7   31.7  256   33.0   63.0
ct20stif.mtx         52329 LU  481 24.3   31.7   31.7  512   66.8  116.4
ct20stif.mtx         52329 LU  481 24.3   31.7   31.7 1024  134.5  216.0
ct20stif.mtx         52329 LU  481 24.3   31.7   31.7 2048  271.7  399.1
ct20stif.mtx         52329 DS  261 13.2  110.0  205.8  256  100.0  199.1
ct20stif.mtx         52329 DS  261 13.2  110.0  205.8  512  104.3  207.6
ct20stif.mtx         52329 DS  261 13.2  110.0  205.8 1024  115.1  228.0
ct20stif.mtx         52329 DS  261 13.2  110.0  205.8 2048  138.8  271.8
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
gyro_k.mtx           17361 LL   48  6.2    1.0    1.0  256    3.1    6.1
gyro_k.mtx           17361 LL   48  6.2    1.0    1.0  512    6.3   12.4
gyro_k.mtx           17361 LL   48  6.2    1.0    1.0 1024   13.0   25.1
gyro_k.mtx           17361 LL   48  6.2    1.0    1.0 2048   26.7   50.0
gyro_k.mtx           17361 LU   51  6.6    1.1    1.2  256    3.4    6.7
gyro_k.mtx           17361 LU   51  6.6    1.1    1.2  512    6.9   13.7
gyro_k.mtx           17361 LU   51  6.6    1.1    1.2 1024   14.1   27.2
gyro_k.mtx           17361 LU   51  6.6    1.1    1.2 2048   29.1   53.7
gyro_k.mtx           17361 DS   94 12.2   10.7   17.9  256    8.0   16.0
gyro_k.mtx           17361 DS   94 12.2   10.7   17.9  512    9.2   18.2
gyro_k.mtx           17361 DS   94 12.2   10.7   17.9 1024   12.4   23.7
gyro_k.mtx           17361 DS   94 12.2   10.7   17.9 2048   17.0   33.0
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
gyro_m.mtx           17361 LL   11  4.4    0.2    0.2  256    1.0    1.8
gyro_m.mtx           17361 LL   11  4.4    0.2    0.2  512    2.1    4.0
gyro_m.mtx           17361 LL   11  4.4    0.2    0.2 1024    5.0    9.5
gyro_m.mtx           17361 LL   11  4.4    0.2    0.2 2048   11.4   21.1
gyro_m.mtx           17361 LU   11  4.6    0.2    0.4  256    1.0    1.9
gyro_m.mtx           17361 LU   11  4.6    0.2    0.4  512    2.2    4.1
gyro_m.mtx           17361 LU   11  4.6    0.2    0.4 1024    5.2    9.8
gyro_m.mtx           17361 LU   11  4.6    0.2    0.4 2048   11.7   21.7
gyro_m.mtx           17361 DS   96 37.1    6.5   10.6  256    4.6    9.2
gyro_m.mtx           17361 DS   96 37.1    6.5   10.6  512    5.7   11.3
gyro_m.mtx           17361 DS   96 37.1    6.5   10.6 1024    8.7   16.7
gyro_m.mtx           17361 DS   96 37.1    6.5   10.6 2048   13.0   25.2
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
oilpan.mtx           73752 LL  294 18.0    8.7    8.7  256   19.7   38.9
oilpan.mtx           73752 LL  294 18.0    8.7    8.7  512   40.5   78.4
oilpan.mtx           73752 LL  294 18.0    8.7    8.7 1024   82.1  150.4
oilpan.mtx           73752 LL  294 18.0    8.7    8.7 2048  167.8  287.6
oilpan.mtx           73752 LU  319 19.5   10.3   10.3  256   22.3   44.0
oilpan.mtx           73752 LU  319 19.5   10.3   10.3  512   45.6   86.8
oilpan.mtx           73752 LU  319 19.5   10.3   10.3 1024   92.4  165.4
oilpan.mtx           73752 LU  319 19.5   10.3   10.3 2048  188.5  314.6
oilpan.mtx           73752 DS  389 23.8  129.8  245.3  256  119.4  238.1
oilpan.mtx           73752 DS  389 23.8  129.8  245.3  512  125.1  248.8
oilpan.mtx           73752 DS  389 23.8  129.8  245.3 1024  139.0  274.1
oilpan.mtx           73752 DS  389 23.8  129.8  245.3 2048  167.4  326.0
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
pwtk.mtx            217918 LL 1641 18.7   61.3   61.3  256  108.9  214.2
pwtk.mtx            217918 LL 1641 18.7   61.3   61.3  512  222.8  424.9
pwtk.mtx            217918 LL 1641 18.7   61.3   61.3 1024    nan    nan
pwtk.mtx            217918 LL 1641 18.7   61.3   61.3 2048    nan    nan
pwtk.mtx            217918 LU 2433 27.7  119.8  119.7  256  196.7  373.7
pwtk.mtx            217918 LU 2433 27.7  119.8  119.7  512  395.4  696.8
pwtk.mtx            217918 LU 2433 27.7  119.8  119.7 1024    nan    nan
pwtk.mtx            217918 LU 2433 27.7  119.8  119.7 2048    nan    nan
pwtk.mtx            217918 DS 1071 12.2 1779.9 3473.7  256 1709.7 3401.7
pwtk.mtx            217918 DS 1071 12.2 1779.9 3473.7  512    nan    nan
pwtk.mtx            217918 DS 1071 12.2 1779.9 3473.7 1024    nan    nan
pwtk.mtx            217918 DS 1071 12.2 1779.9 3473.7 2048    nan    nan
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
s3dkq4m2.mtx         90449 LL  761 22.5   41.9   41.9  256   61.5  115.7
s3dkq4m2.mtx         90449 LL  761 22.5   41.9   41.9  512  125.7  227.2
s3dkq4m2.mtx         90449 LL  761 22.5   41.9   41.9 1024  252.1  440.6
s3dkq4m2.mtx         90449 LL  761 22.5   41.9   41.9 2048  506.0  864.4
s3dkq4m2.mtx         90449 LU  978 29.0   61.6   61.6  256   94.4  171.5
s3dkq4m2.mtx         90449 LU  978 29.0   61.6   61.6  512  190.0  331.1
s3dkq4m2.mtx         90449 LU  978 29.0   61.6   61.6 1024  380.8  645.4
s3dkq4m2.mtx         90449 LU  978 29.0   61.6   61.6 2048  762.7 1268.8
s3dkq4m2.mtx         90449 DS  362 10.7  310.8  588.3  256  283.9  565.1
s3dkq4m2.mtx         90449 DS  362 10.7  310.8  588.3  512  292.8  582.3
s3dkq4m2.mtx         90449 DS  362 10.7  310.8  588.3 1024  312.8  619.6
s3dkq4m2.mtx         90449 DS  362 10.7  310.8  588.3 2048    nan    nan
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
ship_003.mtx        121728 LL 2281 79.2  358.2  358.0  256  157.2  297.0
ship_003.mtx        121728 LL 2281 79.2  358.2  358.0  512  317.3  561.9
ship_003.mtx        121728 LL 2281 79.2  358.2  358.0 1024  638.1 1056.9
ship_003.mtx        121728 LL 2281 79.2  358.2  358.0 2048    nan    nan
ship_003.mtx        121728 LU 3148 109.3  701.6  701.6  256  234.6  422.3
ship_003.mtx        121728 LU 3148 109.3  701.6  701.6  512  471.9  776.7
ship_003.mtx        121728 LU 3148 109.3  701.6  701.6 1024    nan    nan
ship_003.mtx        121728 LU 3148 109.3  701.6  701.6 2048    nan    nan
ship_003.mtx        121728 DS  610 21.2  885.1 1719.4  256  857.5 1701.4
ship_003.mtx        121728 DS  610 21.2  885.1 1719.4  512  875.3 1735.0
ship_003.mtx        121728 DS  610 21.2  885.1 1719.4 1024    nan    nan
ship_003.mtx        121728 DS  610 21.2  885.1 1719.4 2048    nan    nan
problem n solver mem(MB) fill-in t-setup c-setup n_rhs t-solve c-solve
vanbody.mtx          47072 LL  197 11.1    5.6    5.5  256   12.6   24.8
vanbody.mtx          47072 LL  197 11.1    5.6    5.5  512   25.9   50.9
vanbody.mtx          47072 LL  197 11.1    5.6    5.5 1024   52.7   99.5
vanbody.mtx          47072 LL  197 11.1    5.6    5.5 2048  108.0  192.3
vanbody.mtx          47072 LU  290 16.4   10.1   10.1  256   22.4   44.0
vanbody.mtx          47072 LU  290 16.4   10.1   10.1  512   45.3   85.4
vanbody.mtx          47072 LU  290 16.4   10.1   10.1 1024   91.6  160.2
vanbody.mtx          47072 LU  290 16.4   10.1   10.1 2048  185.6  305.9
vanbody.mtx          47072 DS  239 13.5   76.1  141.1  256   68.3  136.1
vanbody.mtx          47072 DS  239 13.5   76.1  141.1  512   71.7  142.6
vanbody.mtx          47072 DS  239 13.5   76.1  141.1 1024   79.9  158.0
vanbody.mtx          47072 DS  239 13.5   76.1  141.1 2048   98.8  193.2
